CuPy (minres),41-44,3d_27pt,64,64,64,6859000,SymGS
2.8222720623016357
1.3526719808578491
1.21343994140625
1.1970560550689697
1.1919360160827637
1.2021759748458862
1.1970560550689697
1.1991039514541626
1.1992319822311401
1.2041280269622803
