CuPy (minres),41-44,3d_27pt,128,64,64,13790200,SymGS
1.73363196849823
1.5196160078048706
1.5074559450149536
1.5011839866638184
1.5001599788665771
1.504256010055542
1.4899200201034546
1.5001599788665771
1.4970879554748535
1.507423996925354
