CuPy (minres),41-44,3d_27pt,32,32,32,830584,SymGS
1.3957120180130005
1.201151967048645
1.1960320472717285
1.1950080394744873
1.1939200162887573
1.1857919692993164
1.1898880004882812
1.1847679615020752
1.1970560550689697
1.1847679615020752
