CuPy (minres),41-44,3d_27pt,24,24,24,343000,SymGS
1.4520319700241089
1.4068479537963867
1.183743953704834
1.1878399848937988
1.1837120056152344
1.1868159770965576
1.182752013206482
1.1807680130004883
1.1817280054092407
1.189728021621704
