CuPy (minres),41-44,3d_27pt,16,16,16,97336,SymGS
1.465343952178955
1.2093440294265747
1.1786240339279175
1.1714240312576294
1.1654399633407593
1.1806720495224
1.1714880466461182
1.1704319715499878
1.1735039949417114
1.1857919692993164
