CuPy (minres),41-44,3d_27pt,128,128,64,27725560,SymGS
2.269439935684204
2.15449595451355
2.126847982406616
2.121664047241211
2.129823923110962
2.12172794342041
2.1278719902038574
2.1196799278259277
2.1186559200286865
2.1227519512176514
