Striped Box coloring (coloringBox 2x2x2),GH200,3d_27pt,256,256,256,449455096,CG,vanilla_version
4974.22
4969.88
4970.34
4971.02
4976.1
4971.32
4972.56
4968.66
4969.43
4971.74
