Striped Box coloring (coloringBox 2x2x2),GH200,3d_27pt,32,32,32,830584,CG,vanilla_version
57.2871
56.2812
56.1494
56.3216
56.3434
56.1864
56.1721
56.2348
56.2889
56.4476
