Striped Box coloring (coloringBox 2x2x2),GH200,3d_27pt,256,256,256,449455096,MG,vanilla_version
20.4282
20.3692
20.2824
20.2308
20.2833
20.2466
20.2976
20.2536
20.2828
20.2292
