Striped Box coloring (coloringBox 3x3x3),GH200,3d_27pt,128,128,128,55742968,MG,vanilla_version
7.71952
7.64787
7.64256
7.63459
7.60355
7.66176
7.63741
7.62086
7.64275
7.63133
