Striped coloring (pre-computing COR Format),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version
14.7861
13.7353
13.6678
13.6105
13.6216
13.6262
13.6639
13.7942
13.6364
13.6958
