Striped Warp Reduction (thrust reduction),41-44,3d_27pt,128,128,128,2097152,Dot,vanilla_version
0.534592
0.53248
0.53248
0.53248
0.53248
0.533504
0.53248
0.531456
0.531456
0.53248
