AMGX 4 iterations,41-44,3d_27pt,16,16,16,97336,SymGS,L2 Norm: 15.896035935038116
3.9331839084625244
3.8492159843444824
3.85315203666687
3.8789119720458984
3.8451199531555176
3.846143960952759
3.851263999938965
3.837951898574829
3.849087953567505
3.8594560623168945
