CuPy (converging) (minres),41-44,3d_27pt,24,24,24,343000,SymGS,RR Norm: 0.000992167266106941
15.39686393737793
15.217663764953613
15.347711563110352
15.167488098144531
15.276032447814941
15.18899154663086
15.242239952087402
15.142911911010742
15.227904319763184
15.201279640197754
