CuPy (converging) (minres),41-44,3d_27pt,8,8,8,10648,SymGS,RR Norm: 0.12291835216105225
188.30233764648438
2.639904022216797
2.5958399772644043
2.5856640338897705
2.5946879386901855
2.5794239044189453
2.5825281143188477
2.6030080318450928
2.5681920051574707
2.5722880363464355
