CuPy (converging) (minres),41-44,3d_27pt,128,64,64,13790200,SymGS,RR Norm: 0.3477769450181829
3.4856960773468018
3.31059193611145
3.3106560707092285
3.3116159439086914
3.29420804977417
3.304447889328003
3.3977279663085938
3.3085439205169678
3.2972800731658936
3.3085439205169678
