CuPy (converging) (minres),41-44,3d_27pt,32,32,32,830584,SymGS,RR Norm: 0.19186473648696795
2.925600051879883
2.727936029434204
2.7340800762176514
2.7095038890838623
2.7115519046783447
2.726912021636963
2.703360080718994
2.7801599502563477
2.698240041732788
2.6859519481658936
