CuPy (converging) (minres),41-44,3d_27pt,128,128,64,27725560,SymGS,RR Norm: 0.39374922044249483
4.70527982711792
4.584447860717773
4.6141438484191895
4.576255798339844
4.547584056854248
4.5496320724487305
4.548543930053711
4.559999942779541
4.5352959632873535
4.545536041259766
