Striped Warp Reduction,41-44,3d_27pt,16,16,16,97336,Dot,vanilla_version_RR Norm: 0.186879
0.013312
0.012288
0.013312
0.012288
0.012288
0.012288
0.012288
0.012288
0.012288
0.013312
