Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.418618
1859.42
1855.56
1855.52
1855.49
1855.6
1855.6
1855.5
1855.49
1855.46
1855.52
