Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,Dot,vanilla_version_RR Norm: 0.375064
0.036
0.033792
0.033792
0.033792
0.033792
0.032768
0.033792
0.032768
0.033792
0.032768
