Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,Dot,vanilla_version_RR Norm: 0.473484
0.070816
0.063488
0.0624
0.06144
0.06144
0.061312
0.06144
0.061312
0.06048
0.060544
