Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.238672
52.7346
48.6571
48.6721
48.6183
48.676
48.6907
48.6512
48.6354
48.6237
48.6653
