Striped Warp Reduction,41-44,3d_27pt,64,64,64,6859000,WAXPBY,vanilla_version_RR Norm: 0.341176
0.016896
0.016064
0.014016
0.014368
0.013248
0.01376
0.013824
0.015648
0.018752
0.02
