Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,WAXPBY,vanilla_version_RR Norm: 0.375064
0.0328
0.024032
0.024096
0.028064
0.029312
0.02736
0.027904
0.027904
0.028224
0.028416
