Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,WAXPBY,vanilla_version_RR Norm: 0.238672
0.012288
0.010464
0.015456
0.015776
0.015872
0.015776
0.016448
0.015552
0.015392
0.015648
