Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,WAXPBY,vanilla_version_RR Norm: 0.187864
0.011264
0.01024
0.01024
0.009216
0.01024
0.01024
0.009216
0.01024
0.009216
0.011264
