Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,SPMV,vanilla_version_RR Norm: 0.418618
0.298848
0.284672
0.285696
0.284672
0.284672
0.284672
0.284672
0.284672
0.283648
0.284672
