Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,SPMV,vanilla_version_RR Norm: 0.473484
0.582464
0.559104
0.559104
0.559104
0.559104
0.559104
0.55808
0.559104
0.558112
0.558144
