Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,SPMV,vanilla_version_RR Norm: 0.238672
0.023968
0.019456
0.019456
0.019456
0.019456
0.019456
0.018432
0.019456
0.019456
0.019456
