Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,WAXPBY,vanilla_version_RR Norm: 0.418618
0.04048
0.044704
0.045504
0.04384
0.045632
0.044608
0.046624
0.0448
0.044672
0.0448
