Striped Warp Reduction,41-44,3d_27pt,64,64,64,6859000,Dot,vanilla_version_RR Norm: 0.341176
0.029536
0.026624
0.026624
0.026624
0.025664
0.026624
0.0256
0.0256
0.0256
0.026624
