Striped Warp Reduction,41-44,3d_27pt,128,128,64,27725560,Dot,vanilla_version_RR Norm: 0.418618
0.04752
0.044032
0.044032
0.044032
0.043008
0.044032
0.043008
0.043008
0.044032
0.044032
