Striped Warp Reduction,41-44,3d_27pt,128,128,128,55742968,WAXPBY,vanilla_version_RR Norm: 0.473484
0.075808
0.073024
0.070176
0.069408
0.069216
0.069056
0.075616
0.067424
0.074208
0.067552
