Striped Warp Reduction,41-44,3d_27pt,32,32,32,830584,Dot,vanilla_version_RR Norm: 0.238672
0.030624
0.028672
0.027648
0.026624
0.027648
0.027648
0.027648
0.027648
0.028672
0.026624
