Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.187864
0.805888
0.804864
0.80384
0.804864
0.80384
0.80384
0.80384
0.804864
0.80384
0.804864
