Striped Warp Reduction,41-44,3d_27pt,16,16,16,97336,SymGS,vanilla_version_RR Norm: 0.186879
6.59968
6.59763
6.59866
6.59968
6.59968
6.59866
6.59866
6.59968
6.59866
6.59866
