Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,Dot,vanilla_version_RR Norm: 0.187864
0.013376
0.011264
0.011264
0.011296
0.011264
0.01024
0.01024
0.011264
0.011264
0.011264
