Striped Warp Reduction,41-44,3d_27pt,128,64,64,13790200,SPMV,vanilla_version_RR Norm: 0.375064
0.154208
0.14848
0.14848
0.14848
0.14848
0.14848
0.14848
0.14848
0.147456
0.148512
