Striped Warp Reduction,41-44,3d_27pt,16,16,16,97336,WAXPBY,vanilla_version_RR Norm: 0.186879
0.011264
0.009216
0.009216
0.009216
0.009216
0.009216
0.008192
0.009216
0.008192
0.008192
