Striped Warp Reduction,41-44,3d_27pt,64,64,64,6859000,MG,vanilla_version_RR Norm: 0.341176
1042.41
1039.42
1039.33
1039.35
1039.39
1039.3
1039.43
1039.32
1039.4
1039.36
