Striped coloring (storing nothing),41-44,3d_27pt,24,24,24,343000,MG,vanilla_version_RR Norm: 0.209858
11.8368
11.7217
11.7135
11.7197
11.6767
11.6296
11.6828
11.6859
11.692
11.6541
