Striped coloring (pre-computing COR Format),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.473484
32.0773
32.094
31.9679
31.9376
32.0292
31.9174
32.0045
32.0041
32.0094
31.9691
