Striped coloring (storing nothing),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.238672
6.59293
6.52058
6.49488
6.51309
6.52205
6.52688
6.50253
6.51267
6.50573
6.5041
