Striped coloring (storing nothing),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.187864
0.945088
0.934912
0.941056
0.934912
0.93696
0.940032
0.934912
0.933888
0.935904
0.935936
