Striped Box coloring (coloringBox 3x3x3) (coop_num 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.471333
56.6263
56.6474
56.6268
56.8039
56.7442
56.6384
56.569
56.8774
56.7406
56.6635
