Striped coloring (storing nothing),41-44,3d_27pt,64,64,64,6859000,SymGS,vanilla_version_RR Norm: 0.341176
14.6585
14.6113
14.6196
14.6135
14.6346
14.618
14.6218
14.6161
14.6522
14.6523
