Striped coloring (storing nothing),41-44,3d_27pt,32,32,32,830584,MG,vanilla_version_RR Norm: 0.238672
20.613
20.5773
20.5332
20.6049
20.5916
20.6121
20.6182
20.5681
20.6193
20.5558
