CuPy (lsmr),41-44,3d_27pt,128,64,64,13790200,SymGS
4.040703773498535
3.5257599353790283
3.487744092941284
3.506175994873047
3.506175994873047
3.4897921085357666
3.530751943588257
3.516416072845459
3.547136068344116
3.518399953842163
