CuPy (lsmr),41-44,3d_27pt,16,16,16,97336,SymGS
8.10598373413086
2.0654079914093018
1.7694720029830933
1.9251199960708618
1.9107840061187744
1.7817599773406982
1.9086719751358032
1.7756160497665405
1.9056639671325684
1.9169280529022217
