Striped Warp Reduction (4x physical cores occupied),41-44,3d_27pt,24,24,24,13824,Dot,vanilla_version
0.016736
0.015328
0.01536
0.015264
0.01536
0.014336
0.014336
0.015328
0.01536
0.01536
