Striped Warp Reduction (4x physical cores occupied),41-44,3d_27pt,256,256,128,8388608,Dot,vanilla_version
0.179936
0.178176
0.177216
0.179296
0.177152
0.177376
0.178112
0.177952
0.177152
0.177152
