Striped Warp Reduction (4x physical cores occupied),41-44,3d_27pt,16,16,16,4096,Dot,vanilla_version
0.013568
0.012224
0.011328
0.012288
0.011264
0.011392
0.012288
0.01136
0.011296
0.012288
