Striped Warp Reduction (4x physical cores occupied),41-44,3d_27pt,32,32,32,32768,Dot,vanilla_version
0.027424
0.026656
0.026624
0.025664
0.025632
0.026624
0.0256
0.0256
0.026496
0.0256
