Striped Warp Reduction,41-44,3d_27pt,8,8,8,10648,Dot,vanilla_version_RR Norm: 0.114762
0.012096
0.011264
0.011264
0.011264
0.011264
0.0112
0.011264
0.011264
0.01024
0.011264
