CuPy (lsmr),41-44,3d_27pt,16,16,16,97336,SymGS
9.829279899597168
2.0387840270996094
1.7971199750900269
1.9354239702224731
1.9374079704284668
1.810431957244873
1.9311679601669312
1.7960000038146973
1.921023964881897
1.9271680116653442
