CuPy (lsmr),41-44,3d_27pt,8,8,8,10648,SymGS
2999.66064453125
1.8738880157470703
1.7663999795913696
1.7663999795913696
1.7540160417556763
1.8595839738845825
1.726464033126831
1.7346559762954712
1.7111040353775024
1.7203199863433838
