CuPy (lsmr),41-44,3d_27pt,64,64,64,6859000,SymGS
3.146752119064331
2.6552319526672363
2.6398720741271973
2.638848066329956
2.638848066329956
2.6460158824920654
2.6449921131134033
2.641887903213501
2.6214399337768555
2.6603519916534424
