CuPy (lsmr),41-44,3d_27pt,24,24,24,343000,SymGS
2.433120012283325
2.0551679134368896
2.061311960220337
2.040832042694092
2.0879359245300293
2.0346879959106445
2.0480000972747803
2.0398080348968506
2.029439926147461
2.0614399909973145
