Striped Box coloring (coloringBox: 5x5x5) (coop_num: 4),41-44,3d_27pt,128,128,128,55742968,SymGS,vanilla_version_RR Norm: 0.472278
54.7679
53.27
53.5112
52.5494
52.0711
51.9074
52.0825
52.1459
52.014
51.9111
