Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,128,128,64,27725560,SymGS,vanilla_version_RR Norm: 0.412208
25.5898
25.4838
25.4884
25.4464
25.4826
25.4769
25.525
25.5023
25.4812
25.4741
