Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,128,64,64,13790200,SymGS,vanilla_version_RR Norm: 0.361394
23.4883
23.3645
23.3425
23.3599
23.3362
23.3755
23.5145
23.3487
23.3464
23.3732
