Striped Box coloring (coloringBox: 7x7x7) (coop_num: 4),41-44,3d_27pt,32,32,32,830584,SymGS,vanilla_version_RR Norm: 0.184262
16.3308
16.3317
16.3028
16.3058
16.2652
16.3033
16.258
16.2735
16.2497
16.2962
