Striped Box coloring (coloringBox: 8x8x8) (coop_num: 4),41-44,3d_27pt,8,8,8,10648,SymGS,vanilla_version_RR Norm: 0.187527
9.752
9.7511
9.77123
9.72826
9.71763
9.74877
9.72598
9.81168
9.77744
9.77107
